 30.59	38760	38760	U	0	unclassified
 69.41	87952	1404	R	1	root
 58.04	73544	162	R1	131567	 cellular organisms
 53.37	67623	427	D	2	 Bacteria
 34.21	43352	102	P	1224	 Proteobacteria
 24.96	31630	86	C	1236	 Gammaproteobacteria
 23.57	29871	80	O	91347		 Enterobacterales
 22.69	28746	8208	F	543	 Enterobacteriaceae
 13.34	16904	332	G	561	 Escherichia
 12.53	15883	13750	S	562	 Escherichia coli
 0.35	438	167	S1	83334	 Escherichia coli O157:H7
 0.21	268	268	S2	1328859	 Escherichia coli O157:H7 str. SS17
 0.00	2	2	S2	155864	 Escherichia coli O157:H7 str. EDL933
 0.00	1	1	S2	1330457	 Escherichia coli O157:H7 str. SS52
 0.25	314	171	S1	83333	 Escherichia coli K-12
 0.06	81	81	S2	595496	 Escherichia coli BW2952
 0.04	50	50	S2	511145	 Escherichia coli str. K-12 substr. MG1655
 0.01	7	7	S2	879462	 Escherichia coli str. K-12 substr. MG1655star
 0.00	4	4	S2	316407	 Escherichia coli str. K-12 substr. W3110
 0.00	1	1	S2	1403831	 Escherichia coli str. K-12 substr. MC4100
 0.10	126	126	S1	1954351	 Escherichia coli APEC O2-211
 0.09	110	110	S1	696406	 Escherichia coli UMNK88
 0.08	98	98	S1	2048778	 Escherichia coli O178:H19
 0.07	87	87	S1	409438	 Escherichia coli SE11
 0.06	80	80	S1	1045010	 Escherichia coli O157
 0.05	62	0	S1	2233553	 Escherichia coli O43
 0.05	62	62	S2	1055541	 Escherichia coli O43 str. RM10042
 0.04	53	53	S1	869729	 Escherichia coli UM146
 0.04	50	50	S1	340186	 Escherichia coli E110019
 0.04	45	45	S1	2048777	 Escherichia coli O15:H11
 0.03	44	44	S1	2773707	 Escherichia coli O19:H7
 0.03	39	0	S1	861906	 Escherichia coli O44:H18
 0.03	39	39	S2	216592	 Escherichia coli 042
 0.03	36	36	S1	1446746	 Escherichia coli O6:H16
 0.03	36	36	S1	2603836	 Escherichia coli O10:H32
 0.02	31	31	S1	2027293	 Escherichia coli O8:H8
 0.02	29	29	S1	1055538	 Escherichia coli O145
 0.02	27	27	S1	585397	 Escherichia coli ED1a
 0.02	26	26	S1	2773706	 Escherichia coli O68:H12
 0.02	25	0	S1	1603259	 Escherichia coli O139:H28
 0.02	25	25	S2	331111	 Escherichia coli O139:H28 str. E24377A
 0.02	25	25	S1	2048779	 Escherichia coli O182:H21
 0.02	23	4	S1	1038927	 Escherichia coli O104:H4
 0.01	16	16	S2	1048254	 Escherichia coli O104:H4 str. C227-11
 0.00	1	1	S2	1133852	 Escherichia coli O104:H4 str. 2011C-3493
 0.00	1	1	S2	1133853	 Escherichia coli O104:H4 str. 2009EL-2071
 0.00	1	1	S2	1134782	 Escherichia coli O104:H4 str. 2009EL-2050
 0.02	22	22	S1	1050617	 Escherichia coli UMNF18
 0.02	22	15	S1	244319	 Escherichia coli O26:H11
 0.01	7	7	S2	573235	 Escherichia coli O26:H11 str. 11368
 0.02	22	22	S1	1412834	 Escherichia coli FAP1
 0.02	20	20	S1	2048781	 Escherichia coli O27:H7
 0.01	19	19	S1	1392854	 Escherichia coli M8
 0.01	18	18	S1	1311757	 Escherichia coli ACN001
 0.01	16	16	S1	1358422	 Escherichia coli PCN061
 0.01	14	14	S1	2773705	 Escherichia coli O18ac:H14
 0.01	13	13	S1	362663	 Escherichia coli 536
 0.01	11	11	S1	331112	 Escherichia coli HS
 0.01	10	10	S1	1401688	 Escherichia coli APEC O18
 0.01	9	9	S1	941323	 Escherichia coli VR50
 0.01	8	8	S1	413997	 Escherichia coli B str. REL606
 0.01	8	0	S1	1072458	 Escherichia coli O7:K1
 0.01	8	8	S2	1072459	 Escherichia coli O7:K1 str. CE10
 0.01	8	8	S1	1329907	 Escherichia coli APEC IMT5155
 0.01	7	7	S1	2491679	 Escherichia coli O22:H8
 0.01	7	7	S1	1446707	 Escherichia coli O25:NM
 0.00	5	5	S1	199310	 Escherichia coli CFT073
 0.00	5	5	S1	1274814	 Escherichia coli APEC O78
 0.00	5	5	S1	2126982	 Escherichia coli O18:H1
 0.00	5	5	S1	481805	 Escherichia coli ATCC 8739
 0.00	5	5	S1	866789	 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775
 0.00	5	5	S1	1078021	 Escherichia coli O113:H21
 0.00	4	4	S1	2048780	 Escherichia coli O25:H16
 0.00	4	4	S1	591946	 Escherichia coli LF82
 0.00	3	3	S1	577675	 Escherichia coli O91:H21
 0.00	3	0	S1	1055536	 Escherichia coli O103
 0.00	3	3	S2	1055540	 Escherichia coli O103 str. RM8385
 0.00	3	0	S1	1055537	 Escherichia coli O121
 0.00	3	3	S2	1055543	 Escherichia coli O121 str. RM8352
 0.00	3	3	S1	714962	 Escherichia coli IHE3034
 0.00	3	0	S1	685037	 Escherichia coli O83:H1
 0.00	3	3	S2	685038	 Escherichia coli O83:H1 str. NRG 857C
 0.00	3	3	S1	2605619	 Escherichia coli O16:H48
 0.00	3	3	S1	2605620	 Escherichia coli O80:H26
 0.00	3	3	S1	376725	 Escherichia coli O103:H2
 0.00	3	3	S1	344610	 Escherichia coli 53638
 0.00	2	2	S1	1078032	 Escherichia coli O45:H2
 0.00	2	2	S1	1078034	 Escherichia coli O145:H28
 0.00	2	2	S1	745156	 Escherichia coli 1303
 0.00	2	0	S1	244320	 Escherichia coli O55:H7
 0.00	1	1	S2	701177	 Escherichia coli O55:H7 str. CB9615
 0.00	1	1	S2	1048689	 Escherichia coli O55:H7 str. RM12579
 0.00	2	2	S1	991915	 Escherichia coli O121:H19
 0.00	2	2	S1	930406	 Escherichia coli O157:H16
 0.00	2	2	S1	2773704	 Escherichia coli O15:H12
 0.00	2	2	S1	2048776	 Escherichia coli O128:H27
 0.00	2	2	S1	585057	 Escherichia coli IAI39
 0.00	2	2	S1	595495	 Escherichia coli KO11FL
 0.00	2	2	S1	655817	 Escherichia coli ABU 83972
 0.00	1	1	S1	941322	 Escherichia coli O25b:H4-ST131
 0.00	1	1	S1	1382700	 Escherichia coli PMV-1
 0.00	1	1	S1	2592065	 Escherichia coli O1:H42
 0.00	1	0	S1	1055539	 Escherichia coli O91
 0.00	1	1	S2	1055545	 Escherichia coli O91 str. RM7190
 0.00	1	1	S1	1502658	 Escherichia coli O2:H6
 0.00	1	0	S1	1450174	 Escherichia coli O119
 0.00	1	1	S2	397448	 Escherichia coli O119:H6
 0.00	1	1	S1	762608	 Escherichia coli ETEC 1392/75
 0.00	1	1	S1	941280	 Escherichia coli O25b:H4
